"Author","Year","Lat","Lon","MAT","MAP","Soil.order","MineralType","Top.depth","Bottom.depth","Vegetation","frc_method","Clay","Silt","Sand","SiltClayPercent","Bulk.C","SiltClayC","POM_C","source"
"Amelung",1998,52.92,-105.8,0.9,456,"Mollisols","HM",0,10,"Grassland","Particle_Size",29,22,49,51,58.2,39.88,13.1168,"Synthesis"
"Amelung",1998,52.19,-106.17,1.6,343,"Mollisols","HM",0,10,"Grassland","Particle_Size",16,19,65,35,42.3,27.63,11.0297,"Synthesis"
"Amelung",1998,50.17,-107.5,3.2,380,"Mollisols","HM",0,10,"Grassland","Particle_Size",22,27,51,49,42.3,27.01,7.5469,"Synthesis"
"Amelung",1998,45.35,-95.55,6.1,565,"Mollisols","HM",0,10,"Grassland","Particle_Size",34,31,35,65,64,49.23,10.9116,"Synthesis"
"Amelung",1998,46.5,-100.54,5,419,"Mollisols","HM",0,10,"Grassland","Particle_Size",21,20,59,41,31.6,22.64,7.8396,"Synthesis"
"Amelung",1998,48.33,-109.41,6.1,300,"Mollisols","HM",0,10,"Grassland","Particle_Size",17,17,66,34,16.4,9.92,4.7943,"Synthesis"
"Amelung",1998,44.5,-105.51,7.2,400,"Aridisols","HM",0,10,"Grassland","Particle_Size",24,34,42,58,18.6,12.57,3.3882,"Synthesis"
"Amelung",1998,41.22,-104.63,8.9,400,"Mollisols","HM",0,10,"Grassland","Particle_Size",14,12,74,26,8.1,6.99,1.7353,"Synthesis"
"Amelung",1998,41.43,-105.7,9,400,"Mollisols","HM",0,10,"Grassland","Particle_Size",12,8,80,20,12.3,7.41,3.7291,"Synthesis"
"Amelung",1998,40.1,-103.13,10.8,375,"Mollisols","HM",0,10,"Grassland","Particle_Size",18,15,67,33,16.9,9.92,5.2655,"Synthesis"
"Amelung",1998,40.26,-99.22,11.6,666,"Mollisols","HM",0,10,"Grassland","Particle_Size",24,23,53,47,29.9,23.12,9.3886,"Synthesis"
"Amelung",1998,38.53,-99.2,12.2,573,"Mollisols","HM",0,10,"Grassland","Particle_Size",28,17,55,45,27.5,18.69,6.965,"Synthesis"
"Amelung",1998,40.48,-96.42,10.9,792,"Mollisols","HM",0,10,"Grassland","Particle_Size",32,28,40,60,40.5,29.39,7.785,"Synthesis"
"Amelung",1998,39.11,-96.35,12.4,791,"Mollisols","HM",0,10,"Grassland","Particle_Size",33,27,40,60,30.7,24.24,8.6536,"Synthesis"
"Amelung",1998,37.2,-95.16,14.2,1000,"Alfisols","HM",0,10,"Grassland","Particle_Size",18,36,46,54,26.8,19.84,6.1404,"Synthesis"
"Amelung",1998,32.15,-101.28,17.1,466,"Alfisols","HM",0,10,"Grassland","Particle_Size",21,7,72,28,11.3,7.51,3.1572,"Synthesis"
"Amelung",1998,33.06,-97.21,19.4,865,"Vertisols","HM",0,10,"Grassland","Particle_Size",45,32,23,77,59.7,41.76,7.1408,"Synthesis"
"Amelung",1998,29.42,-96.33,20,1030,"Mollisols","HM",0,10,"Grassland","Particle_Size",25,14,61,39,23.7,15.12,4.9984,"Synthesis"
"Amelung",1998,30.05,-94.06,20.3,1308,"Mollisols","HM",0,10,"Grassland","Particle_Size",26,20,54,46,24.7,16.06,6.313,"Synthesis"
"Amelung",1998,27.45,-98.04,22.2,700,"Mollisols","HM",0,10,"Grassland","Particle_Size",26,7,67,33,16,12.56,6.6429,"Synthesis"
"Amelung",1998,27.57,-98.54,23.4,440,"Aridisols","HM",0,10,"Grassland","Particle_Size",28,22,50,50,22.5,22.22,2.6826,"Synthesis"
"Anderson",1981,50,-103.5,3,450,"Mollisols","HM",0,10,"Cropland","Particle_Size",37,34,29,71,17.1,16.04,0.64,"Synthesis"
"Anderson",1981,50,-103.5,3,450,"Mollisols","HM",0,10,"Cropland","Particle_Size",27,35,38,62,33.2,30.7,1.26,"Synthesis"
"Angers",1993,NA,NA,NA,NA,"","",0,NA,"Cropland","Particle_Size",23,50,27,73,27,17.07,9.827586207,"Synthesis"
"Angers",1993,NA,NA,NA,NA,"","",0,NA,"Cropland","Particle_Size",23,50,27,73,27.5,17.12,9.90990991,"Synthesis"
"Angers",1993,NA,NA,NA,NA,"","",0,NA,"Cropland","Particle_Size",23,50,27,73,25.8,13.98,10.42372881,"Synthesis"
"Angers",1991,NA,NA,NA,NA,"Spodosols","HM",0,15,"Cropland","Particle_Size",12,53,35,65,27.1,23.27,6.545,"Synthesis"
"Angers",1991,NA,NA,NA,NA,"Spodosols","HM",0,15,"Cropland","Particle_Size",13,56,31,69,35.2,29.87,8.308,"Synthesis"
"Angers",1991,NA,NA,NA,NA,"Spodosols","HM",0,15,"Cropland","Particle_Size",12,55,33,67,39.5,29.68,7.689,"Synthesis"
"Balabane",2004,49,2,10,640,"Alfisols","HM",0,15,"Fallow","Particle_Size",16,23,61,39,4.7,3.91,NA,"Synthesis"
"Balabane",2004,49,2,10,640,"Alfisols","HM",0,15,"Cropland","Particle_Size",17,22,61,39,11,8.73,NA,"Synthesis"
"Balabane",2004,49,2,10,640,"Alfisols","HM",0,15,"Fallow","Particle_Size",16,58,26,74,4.7,4.22,NA,"Synthesis"
"Balabane",2004,49,2,10,640,"Alfisols","HM",0,15,"Cropland","Particle_Size",17,50,33,67,11,9.26,NA,"Synthesis"
"Balesdent",1998,43,0.5,13,1200,"Inceptisols","HM",0,30,"Temperate Forest","Particle_Size",21,40,39,61,52.6,47.4,1.90248,"Synthesis"
"Balesdent",1998,43,0.5,13,1200,"Inceptisols","HM",0,26,"Cropland","Particle_Size",19,43,38,62,30.9,25.8,1.6841,"Synthesis"
"Balesdent",1998,43,0.5,13,1200,"Inceptisols","HM",0,26,"Cropland","Particle_Size",18,40,42,58,17.8,14.08,1.22536,"Synthesis"
"Balesdent",1998,43,0.5,13,1200,"Inceptisols","HM",0,30,"Temperate Forest","Particle_Size",21,67,12,88,52.6,48.18,1.11648,"Synthesis"
"Balesdent",1998,43,0.5,13,1200,"Inceptisols","HM",0,26,"Cropland","Particle_Size",19,72,9,91,30.9,26.26,1.22122,"Synthesis"
"Balesdent",1998,43,0.5,13,1200,"Inceptisols","HM",0,26,"Cropland","Particle_Size",18,70,12,88,17.8,14.38,0.92136,"Synthesis"
"Balesdent",1998,NA,NA,NA,NA,"","",0,NA,"Grassland","Particle_Size",19,60,21,79,58.8,30.7,0.6,"Synthesis"
"Balesdent",1998,NA,NA,NA,NA,"","",0,NA,"Grassland","Particle_Size",17,54,29,71,31.9,79.6,21.4,"Synthesis"
"Balesdent",1998,NA,NA,NA,NA,"","",0,NA,"Cropland","Particle_Size",24,39,37,63,16.9,8.9,1.2,"Synthesis"
"Balesdent",1998,NA,NA,NA,NA,"","",0,NA,"Grassland","Particle_Size",19,73,8,92,58.8,30.9,0.4,"Synthesis"
"Balesdent",1998,NA,NA,NA,NA,"","",0,NA,"Grassland","Particle_Size",17,78,5,95,31.9,98.6,2.4,"Synthesis"
"Balesdent",1998,NA,NA,NA,NA,"","",0,NA,"Cropland","Particle_Size",24,64,12,88,16.9,9.3,0.8,"Synthesis"
"Barthes",2008,-4,13.3,25,1100,"Oxisols","LM",0,10,"Savanna","Particle_Size",NA,NA,14,86,35,23.7,6.2,"Synthesis"
"Barthes",2008,-4,13.3,25,1100,"Oxisols","LM",0,10,"Cropland","Particle_Size",NA,NA,22,78,21.8,16.7,3.6,"Synthesis"
"Barthes",2008,-4,13.3,25,1100,"Oxisols","LM",0,10,"Savanna","Particle_Size",NA,NA,24,76,36.4,27.8,7.7,"Synthesis"
"Barthes",2008,-4.1,13.3,25,1400,"Oxisols","LM",0,10,"Savanna","Particle_Size",NA,NA,37,63,42.5,22.4,17,"Synthesis"
"Barthes",2008,-4.1,13.3,25,1400,"Oxisols","LM",0,10,"Cropland","Particle_Size",NA,NA,23,77,18.8,14.4,4,"Synthesis"
"Barthes",2008,6.24,2.2,27,1200,"Ultisols","LM",0,10,"Cropland","Particle_Size",NA,NA,74,26,5.1,2.9,1.6,"Synthesis"
"Barthes",2008,6.24,2.2,27,1200,"Ultisols","LM",0,10,"Cropland","Particle_Size",NA,NA,86,14,6.5,3.3,2.3,"Synthesis"
"Barthes",2008,6.24,2.2,27,1200,"Ultisols","LM",0,10,"Cropland","Particle_Size",NA,NA,83,17,11.4,5.3,3.6,"Synthesis"
"Barthes",2008,6.24,2.2,27,1200,"Ultisols","LM",0,10,"Cropland","Particle_Size",NA,NA,81,19,8.5,4.1,2.5,"Synthesis"
"Barthes",2008,-16,-49.3,23,1500,"Oxisols","LM",0,10,"Savanna","Particle_Size",NA,NA,53,47,22.6,15.9,5.3,"Synthesis"
"Barthes",2008,-16,-49.3,23,1500,"Oxisols","LM",0,10,"Cropland","Particle_Size",NA,NA,43,57,21.4,17.1,2.7,"Synthesis"
"Barthes",2008,-16,-49.3,23,1500,"Oxisols","LM",0,10,"Pasture","Particle_Size",NA,NA,52,48,22,16.6,3.2,"Synthesis"
"Barthes",2008,-21.22,-48.03,23,1600,"Oxisols","LM",0,10,"Cropland","Particle_Size",NA,NA,40,60,20.7,12.6,6.4,"Synthesis"
"Barthes",2008,-21.36,-48.22,23,1500,"Ultisols","LM",0,10,"Cropland","Particle_Size",NA,NA,81,19,7.4,5.2,2.2,"Synthesis"
"Barthes",2008,-21.12,-47.35,23,1500,"Entisols","HM",0,10,"Cropland","Particle_Size",NA,NA,92,8,7,4.1,2.9,"Synthesis"
"Barthes",2008,-23.23,-51.11,21,1600,"Oxisols","LM",0,10,"Tropical Forest","Particle_Size",NA,NA,23,77,30.8,17.3,7.8,"Synthesis"
"Barthes",2008,-23.23,-51.11,21,1600,"Oxisols","LM",0,10,"Cropland","Particle_Size",NA,NA,13,87,17.8,12.9,2.7,"Synthesis"
"Barthes",2008,-23.23,-51.11,21,1600,"Oxisols","LM",0,10,"Cropland","Particle_Size",NA,NA,17,83,23,15.7,3.4,"Synthesis"
"Bates",1960,7.4,4,26.7,1230,"Ultisols","LM",0,10,"Tropical Forest","Particle_Size",1,9,90,10,39.5,7.06,24.4,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",38,3,59,41,15.2,8.58,3.79803,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",30,20,50,50,25.9,12.16,12.6228,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",29,13,58,42,52.2,18.57,27.8236,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",34,20,46,54,28.5,12.3,14.7706,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",38,13,49,51,15.2,9.06,3.31803,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",30,30,40,60,25.9,13.25,11.5303,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",29,19,52,48,52.2,20.66,25.7383,"Synthesis"
"Besnard",2001,49,4,10,620,"Inceptisols","HM",0,10,"Cropland","Particle_Size",34,37,29,71,28.5,13.48,13.592,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,6,"Tropical Forest","Particle_Size",50,14,36,64,46.9,31.82,12.541,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,12,"Tropical Forest","Particle_Size",53,13,34,66,22.4,20.64,7.5716,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,10,"Cropland","Particle_Size",58,13,29,71,15.2,16.46,2.5538,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,10,"Cropland","Particle_Size",55,13,32,68,14.1,15.48,2.7162,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,6,"Tropical Forest","Particle_Size",50,20.8,29.2,70.8,46.9,33.5408,10.8194,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,12,"Tropical Forest","Particle_Size",53,19.1,27.9,72.1,22.4,21.334,6.8786,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,10,"Cropland","Particle_Size",58,19.6,22.4,77.6,15.2,17.0525,1.9574,"Synthesis"
"Bonde",1992,-22.7,-47.5,21,1250,"Oxisols","LM",0,10,"Cropland","Particle_Size",55,21.6,23.4,76.6,14.1,16.3143,1.8802,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",31,48,21,79,18.1,12.96,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Aridisols","HM",0,20,"Fallow","Particle_Size",31,40,29,71,8.7,6.73,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",27,41,32,68,17.7,12.89,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",15,30,55,45,15.9,9.92,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Aridisols","HM",0,20,"Fallow","Particle_Size",19,29,52,48,6.6,4.16,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",26,40,34,66,12.4,10.07,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Aridisols","HM",0,20,"Fallow","Particle_Size",16,20,64,36,7.3,3.97,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Inceptisols","HM",0,20,"Fallow","Particle_Size",14,16,70,30,10.4,5.76,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",15,32,53,47,9.8,7.28,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",21,46,33,67,4.4,3.64,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",33,45,22,78,6.2,6.02,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",21,47,32,68,10.4,8.24,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Alfisols","HM",0,20,"Fallow","Particle_Size",24,24,52,48,7.4,6.43,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Entisols","HM",0,20,"Fallow","Particle_Size",30,30,40,60,5.6,3.89,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Mollisols","HM",0,20,"Temperate Forest","Particle_Size",10,30,60,40,41.1,22.89,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Mollisols","HM",0,20,"Temperate Forest","Particle_Size",10,31,59,41,34.7,21.38,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Mollisols","HM",0,20,"Temperate Forest","Particle_Size",12,32,56,44,61.1,43.74,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Mollisols","HM",0,20,"Temperate Forest","Particle_Size",12,38,50,50,60.2,43.88,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Mollisols","HM",0,20,"Temperate Forest","Particle_Size",16,21,63,37,45.2,20.9,NA,"Synthesis"
"Caravaca",1999,38,-1,17,275,"Mollisols","HM",0,20,"Temperate Forest","Particle_Size",22,23,55,45,50.6,38.28,NA,"Synthesis"
"Carter",2003,45.3,-73.6,6,920,"Incept-Entisols","HM",0,10,"Fallow","Particle_Size",71,19,10,90,30.2,22,8.2,"Synthesis"
"Carter",2003,47.2,-70,4.2,967,"Incept-Entisols","HM",0,10,"Fallow","Particle_Size",58,30,12,88,23.7,20.9,2.8,"Synthesis"
"Carter",2003,48.5,-72.4,0.9,866,"Incept-Entisols","HM",0,10,"Fallow","Particle_Size",47,39,14,86,22.2,17.2,5,"Synthesis"
"Carter",2003,45.5,-64.1,5.6,1107,"Entisols","HM",0,10,"Fallow","Particle_Size",18,60,22,78,27.1,17,10.1,"Synthesis"
"Carter",2003,45.6,-67.4,4.4,1143,"Inceptisols","HM",0,10,"Fallow","Particle_Size",19,53,28,72,31.9,19.8,12.1,"Synthesis"
"Carter",2003,42.1,-82.4,8.7,819,"Incept-Entisols","HM",0,10,"Fallow","Particle_Size",36,35,29,71,20.3,17.8,2.5,"Synthesis"
"Carter",2003,42.1,-82.4,8.7,819,"Incept-Entisols","HM",0,10,"Fallow","Particle_Size",36,35,29,71,21.5,18.8,2.7,"Synthesis"
"Carter",2003,46.4,-71.1,4.6,1127,"Incept-Entisols","HM",0,10,"Fallow","Particle_Size",28,41,31,69,22.3,18.4,3.9,"Synthesis"
"Carter",2003,45.3,-75.4,5.9,846,"Incept-Entisols","HM",0,10,"Fallow","Particle_Size",28,30,42,58,27.2,22.3,4.9,"Synthesis"
"Carter",2003,45.3,-73.6,6,920,"Alfisols","HM",0,10,"Fallow","Particle_Size",28,22,50,50,14.5,10.2,4.3,"Synthesis"
"Carter",2003,46.2,-63.1,5.9,1077,"Spodosols","HM",0,10,"Fallow","Particle_Size",8,30,62,38,21.2,18.4,2.8,"Synthesis"
"Carter",2003,46.2,-63.1,5.9,1077,"Spodosols","HM",0,10,"Fallow","Particle_Size",8,30,62,38,17.8,15.7,2.1,"Synthesis"
"Carter",2003,45.3,-75.4,5.9,846,"Inceptisols","HM",0,10,"Fallow","Particle_Size",10,25,65,35,22,17.1,4.9,"Synthesis"
"Carter",2003,42.5,-80.3,7.8,935,"Alfisols","HM",0,10,"Fallow","Particle_Size",6,6,88,12,7.6,6.2,1.4,"Synthesis"
"Catroux",1987,NA,NA,NA,NA,"Mollisols","HM",0,NA,"","Particle_Size",15,55,30,70,32.9,26.7,5.3934,"Synthesis"
"Chan",2001,-31.5,147,18,431,"Alfisols","HM",0,10,"Pasture","Particle_Size",32,13,55,45,21.4,9.1,NA,"Synthesis"
"Chan",2001,-31.5,147,18,431,"Alfisols","HM",0,10,"Cropland","Particle_Size",32,13,55,45,7.5,4.7,NA,"Synthesis"
"Chan",2001,-31.5,147,18,431,"Alfisols","HM",0,10,"Pasture","Particle_Size",32,13,55,45,8.8,5.2,NA,"Synthesis"
"Chan",2001,-35,147.5,16,550,"Alfisols","HM",0,10,"Cropland","Particle_Size",23,12,65,35,17.5,8.7,NA,"Synthesis"
"Chan",2001,-35,147.5,16,550,"Alfisols","HM",0,10,"Cropland","Particle_Size",23,12,65,35,14.8,8.2,NA,"Synthesis"
"Chan",2001,-34,148.7,15,564,"Alfisols","HM",0,10,"Pasture","Particle_Size",13,11,76,24,32.2,8.3,NA,"Synthesis"
"Chan",2001,-34,148.7,15,564,"Alfisols","HM",0,10,"Cropland","Particle_Size",13,11,76,24,16.8,5.4,NA,"Synthesis"
"Chan",2001,-34,148.7,15,564,"Alfisols","HM",0,10,"Cropland","Particle_Size",13,11,76,24,6.9,3.5,NA,"Synthesis"
"Chan",2001,-30,148,19.5,474,"Vertisols","HM",0,10,"Pasture","Particle_Size",58,18,24,76,9.3,5.6,NA,"Synthesis"
"Chan",2001,-30,148,19.5,474,"Vertisols","HM",0,10,"Cropland","Particle_Size",58,18,24,76,18,7.3,NA,"Synthesis"
"Chan",2001,-33,151,17,1300,"Oxisols","LM",0,10,"Cropland","Particle_Size",16,7,77,23,21.9,8.9,NA,"Synthesis"
"Chan",2001,-33,151,17,1300,"Oxisols","LM",0,10,"Cropland","Particle_Size",12,6,82,18,18.4,9.7,NA,"Synthesis"
"Chan",2008,NA,NA,NA,NA,"","",0,NA,"","Particle_Size",NA,NA,26,74,NA,18.4,NA,"Synthesis"
"Chan",2008,NA,NA,NA,NA,"","",0,NA,"","Particle_Size",NA,NA,23,77,NA,16.2,NA,"Synthesis"
"Chan",2008,NA,NA,NA,NA,"","",0,NA,"","Particle_Size",NA,NA,14,86,NA,17.5,NA,"Synthesis"
"Chan",2008,NA,NA,NA,NA,"","",0,NA,"","Particle_Size",NA,NA,13,87,NA,13.7,NA,"Synthesis"
"Chan",2008,NA,NA,NA,NA,"","",0,NA,"","Particle_Size",NA,NA,19,81,NA,14.9,NA,"Synthesis"
"Chan",2008,NA,NA,NA,NA,"","",0,NA,"","Particle_Size",NA,NA,33,67,NA,18.8,NA,"Synthesis"
"Chan",2008,NA,NA,NA,NA,"","",0,NA,"","Particle_Size",NA,NA,20,80,NA,15,NA,"Synthesis"
"Christensen",1985,55,9,7.7,790,"","HM",0,20,"Cropland","Particle_Size",3,4,93,7,9.8,8.5,1.0018,"Synthesis"
"Christensen",1985,55,9,7.9,740,"","HM",0,20,"Cropland","Particle_Size",4,6,90,10,17.3,15.3,1.0507,"Synthesis"
"Christensen",1985,55,9,7.7,790,"","HM",0,20,"Cropland","Particle_Size",11,11,78,22,16.3,13.9,1.3413,"Synthesis"
"Christensen",1985,55,9,8.4,700,"","HM",0,20,"Cropland","Particle_Size",13,15,72,28,13.5,12.6,0.8802,"Synthesis"
"Christensen",1985,55,9,8.1,700,"","HM",0,20,"Cropland","Particle_Size",21,11,68,32,18,16.5,0.7956,"Synthesis"
"Christensen",1985,55,9,7.7,790,"","HM",0,20,"Cropland","Particle_Size",3,8.2,88.8,11.2,9.8,8.6641,0.8384,"Synthesis"
"Christensen",1985,55,9,7.9,740,"","HM",0,20,"Cropland","Particle_Size",4,9.7,86.3,13.7,17.3,15.5034,0.8805,"Synthesis"
"Christensen",1985,55,9,7.7,790,"","HM",0,20,"Cropland","Particle_Size",11,23.9,65.1,34.9,16.3,14.098,1.1403,"Synthesis"
"Christensen",1985,55,9,8.4,700,"","HM",0,20,"Cropland","Particle_Size",13,35.3,51.7,48.3,13.5,12.8064,0.7194,"Synthesis"
"Christensen",1985,55,9,8.1,700,"","HM",0,20,"Cropland","Particle_Size",21,53.3,25.7,74.3,18,16.9233,0.3281,"Synthesis"
"Christensen",1986,56,9,8,750,"","HM",0,4,"Cropland","Particle_Size",6,8,86,14,24,22.4,NA,"Synthesis"
"Christensen",1986,56,9,8,750,"","HM",0,4,"Cropland","Particle_Size",6,7,87,13,23,21.5,NA,"Synthesis"
"Christensen",1986,55,9,8,750,"","HM",0,5,"Cropland","Particle_Size",24,13,63,37,18,14.9,NA,"Synthesis"
"Christensen",1986,55,9,8,750,"","HM",0,5,"Cropland","Particle_Size",24,13,63,37,16,13.5,NA,"Synthesis"
"Christensen",1987,56,9,8,750,"","HM",0,25,"Cropland","Particle_Size",6,8,86,14,24.1,22.4,1.8,"Synthesis"
"Christensen",1987,56,9,8,750,"","HM",0,25,"Cropland","Particle_Size",6,7,87,13,23.4,21.7,1.72,"Synthesis"
"Christensen",1987,55,10,8,750,"","HM",0,25,"Cropland","Particle_Size",15,15,70,30,12.7,11.1,0.62,"Synthesis"
"Christensen",1987,55,10,8,750,"","HM",0,25,"Cropland","Particle_Size",15,15,70,30,11.7,10.7,0.42,"Synthesis"
"Dalal",1986,-27,151,18.5,670,"Vertisols","HM",0,10,"Cropland","Particle_Size",72,15,13,87,16.3,14,2.97,"Synthesis"
"Dalal",1986,-27,151,19.4,630,"Vertisols","HM",0,10,"Cropland","Particle_Size",49,16,35,65,22.3,14.8,7.5168,"Synthesis"
"Dalal",1986,-27,151,18.5,670,"Vertisols","HM",0,10,"Cropland","Particle_Size",41,15,44,56,17.3,13.2,4.7736,"Synthesis"
"Dalal",1986,-29,150,19.9,610,"Vertisols","HM",0,10,"Cropland","Particle_Size",34,18,48,52,14.8,11.5,3.6404,"Synthesis"
"Dalal",1986,-29,149,20.5,480,"Vertisols","HM",0,10,"Cropland","Particle_Size",60,22,18,82,7.7,6.7,1.9293,"Synthesis"
"Dalal",1986,-27,149,20.3,580,"Alfisols","HM",0,10,"Cropland","Particle_Size",18,9,73,27,12.8,7.9,4.2108,"Synthesis"
"Doetterl",2015,-30.20157,-71.25071,15.2,98,"Aridisols","HM",0,10,"Savanna","Particle_Size",23,35,42,58,6.6,2.6,3.96,"Synthesis"
"Doetterl",2015,-31.81284,-71.50008,16.4,208,"Entisols","HM",0,10,"Savanna","Particle_Size",7,13,80,20,7.4,1,6.364,"Synthesis"
"Doetterl",2015,-32.87609,-70.52162,14.6,349,"Mollisols","HM",0,10,"Savanna","Particle_Size",22,49,29,71,18.4,7,11.408,"Synthesis"
"Doetterl",2015,-33.99911,-71.14047,16.6,450,"Mollisols","HM",0,10,"Savanna","Particle_Size",17,31,52,48,14.3,3.3,11.011,"Synthesis"
"Doetterl",2015,-33.4778,-70.83242,13.8,401,"Mollisols","HM",0,10,"Savanna","Particle_Size",22,45,33,67,21.7,10.2,11.501,"Synthesis"
"Doetterl",2015,-33.33901,-71.61243,15.1,580,"Mollisols","HM",0,10,"Savanna","Particle_Size",15,39,46,54,12.9,5.7,7.224,"Synthesis"
"Doetterl",2015,-33.96865,-71.87564,16.9,568,"Mollisols","HM",0,10,"Grassland","Particle_Size",18,56,26,74,32,5.1,26.88,"Synthesis"
"Doetterl",2015,-36.45816,-71.69721,12,1321,"Andisols","HM",0,10,"Grassland","Particle_Size",12,58,30,70,60.4,27.8,32.616,"Synthesis"
"Doetterl",2015,-37.25344,-73.26686,13.4,1431,"Entisols","HM",0,10,"Grassland","Particle_Size",15,59,26,74,26.7,12.3,14.418,"Synthesis"
"Doetterl",2015,-38.77412,-73.38968,13,1205,"Inceptisols","HM",0,10,"Grassland","Particle_Size",22,58,20,80,43.9,10.1,33.803,"Synthesis"
"Doetterl",2015,-39.85941,-72.1112,11,2108,"Inceptisols","HM",0,10,"Grassland","Particle_Size",7,27,66,34,74.7,28.4,46.314,"Synthesis"
"Doetterl",2015,-39.93245,-73.41283,11.6,2174,"Ultisols","LM",0,10,"Grassland","Particle_Size",6,49,45,55,57,7.4,49.59,"Synthesis"
"Doetterl",2015,-40.9034,-73.15404,10.9,1456,"Andisols","HM",0,10,"Grassland","Particle_Size",38,39,23,77,77.3,29.4,47.926,"Synthesis"
"Doetterl",2015,-42.42186,-73.82429,9.9,2233,"Andisols","HM",0,10,"Grassland","Particle_Size",22,54,24,76,123.4,45.7,77.742,"Synthesis"
"Doetterl",2015,-43.05791,-73.61712,10.8,2232,"Andisols","HM",0,10,"Grassland","Particle_Size",8,52,40,60,148.3,28.2,120.123,"Synthesis"
"Doetterl",2015,-43.96393,-72.39653,10.3,2308,"Andisols","HM",0,10,"Grassland","Particle_Size",11,56,33,67,127,54.6,72.39,"Synthesis"
"Doetterl",2015,-45.48736,-72.81482,6.7,2120,"Inceptisols","HM",0,10,"Grassland","Particle_Size",8,48,44,56,116.9,12.9,104.041,"Synthesis"
"Doetterl",2015,-45.78639,-72.90757,3.2,1524,"Inceptisols","HM",0,10,"Grassland","Particle_Size",18,45,37,63,43.4,18.7,24.738,"Synthesis"
"Doetterl",2015,-46.56823,-72.61276,7,1048,"Andisols","HM",0,10,"Grassland","Particle_Size",13,39,48,52,74.4,8.2,66.216,"Synthesis"
"Doetterl",2015,-51.80696,-72.16488,6.5,394,"Mollisols","HM",0,10,"Grassland","Particle_Size",11,39,50,50,70.2,7,63.18,"Synthesis"
"Doetterl",2015,-53.43267,-70.9886,6.2,620,"Entisols","HM",0,10,"Grassland","Particle_Size",19,34,47,53,94.9,28.5,66.43,"Synthesis"
"Doetterl",2015,-53.31478,-70.36106,6.3,483,"Entisols","HM",0,10,"Grassland","Particle_Size",20,44,36,64,67.1,16.1,50.996,"Synthesis"
"Doetterl",2015,-62.16196,-58.46611,-2.9,797,"Gelisols","HM",0,10,"Grassland","Particle_Size",18,32,50,50,13.2,1.8,11.352,"Synthesis"
"Doetterl",2015,-62.65007,-61.0833,-2.3,648,"Gelisols","HM",0,10,"Grassland","Particle_Size",8,9,83,17,7.3,0.9,6.351,"Synthesis"
