"Author","Year","Lat","Lon","MAT","MAP","Soil.order","MineralType","Top.depth","Bottom.depth","Vegetation","frc_method","Clay","Silt","Sand","SiltClayPercent","Bulk.C","SiltClayC","POM_C","source"
"Lugato",2021,42.09042,13.40981,11.4370524,863.4041685,"","HM",0,20,"Grassland","Particle_Size",37,45,18,84.615,20.8,18.355,3.376,"LUCAS"
"Lugato",2021,41.2738,15.15096,11.45341343,524.0079521,"","HM",0,20,"Cropland","Particle_Size",53,29,18,80.25,14.9,13.998,2.113,"LUCAS"
"Lugato",2021,40.75459,17.09592,13.89363295,595.4873348,"","HM",0,20,"Grassland","Particle_Size",29,64,7,94.097,33.1,26.987,7.342,"LUCAS"
"Lugato",2021,41.02312,16.62682,15.38527455,522.5346625,"","HM",0,20,"Cropland","Particle_Size",20,66,14,90.272,13.1,14.662,2.122,"LUCAS"
"Lugato",2021,41.66964,15.85584,15.57523512,213.3583513,"","HM",0,20,"Grassland","Particle_Size",41,44,15,61.243,82.8,36.592,48.959,"LUCAS"
"Lugato",2021,41.84705,15.27116,15.96367798,402.7463473,"","HM",0,20,"Grassland","Particle_Size",46,42,12,85.473,10.9,9.334,2.284,"LUCAS"
"Lugato",2021,40.13992,16.55566,15.85999003,698.4613416,"","HM",0,20,"Cropland","Particle_Size",45,44,11,96.256,8.4,5.85,5.811,"LUCAS"
"Lugato",2021,40.60159,16.13406,13.36369821,623.0015096,"","HM",0,20,"Cropland","Particle_Size",30,40,31,64.408,9.8,6.978,2.71,"LUCAS"
"Lugato",2021,39.07516,16.95959,16.6756381,751.7502107,"","HM",0,20,"Grassland","Particle_Size",39,54,7,92.102,10.1,8.325,2.17,"LUCAS"
"Lugato",2021,38.28823,16.23987,17.94742549,866.6301448,"","HM",0,20,"Shrubland","Particle_Size",22,36,43,54.216,21,15.874,5.482,"LUCAS"
"Lugato",2021,38.22477,16.09719,17.13771126,872.0733529,"","HM",0,20,"Grassland","Particle_Size",49,40,11,93.934,15.1,13.454,2.168,"LUCAS"
"Lugato",2021,38.29471,15.85304,14.88345823,820.2986121,"","HM",0,20,"Cropland","Particle_Size",5,64,31,68.549,46.1,35.495,10.714,"LUCAS"
"Lugato",2021,37.01172,15.07438,16.5158573,526.2742476,"","HM",0,20,"Grassland","Particle_Size",21,70,9,89.467,61.6,44.619,16.186,"LUCAS"
"Lugato",2021,37.13047,14.12098,17.87808822,379.2503233,"","HM",0,20,"Cropland","Particle_Size",37,50,13,84.474,5.9,4.558,2.266,"LUCAS"
"Lugato",2021,37.3168,14.04226,17.11320347,435.6287231,"","HM",0,20,"Grassland","Particle_Size",38,56,6,94.839,4.4,6.354,1.35,"LUCAS"
"Lugato",2021,37.11766,14.00861,17.68155233,395.9543799,"","HM",0,20,"Grassland","Particle_Size",53,34,13,86.265,19.3,25.544,4.078,"LUCAS"
"Lugato",2021,40.53143,8.79012,14.98457577,726.1543922,"","HM",0,20,"Grassland","Particle_Size",39,23,38,61.593,25.2,19.747,11.172,"LUCAS"
"Lugato",2021,40.58251,8.55398,14.69660825,767.2064451,"","HM",0,20,"Grassland","Particle_Size",20,62,18,79.929,31.8,20.654,10.002,"LUCAS"
"Lugato",2021,55.75078,25.20371,6.2054143,627.0758351,"","HM",0,20,"Boreal Forest","Particle_Size",9,33,59,34.519,12.6,3.206,2.833,"LUCAS"
"Lugato",2021,55.56672,24.90438,6.238860528,609.0933925,"","HM",0,20,"Boreal Forest","Particle_Size",3,13,83,10.982,42.9,5.966,31.558,"LUCAS"
"Lugato",2021,54.24773,24.29491,6.249149627,638.2632109,"","HM",0,20,"Grassland","Particle_Size",8,21,71,31.564,7.1,5.694,0.904,"LUCAS"
"Lugato",2021,55.87374,24.6298,6.456286913,605.1917361,"","HM",0,20,"Grassland","Particle_Size",8,21,72,27.554,9.9,11.127,3.161,"LUCAS"
"Lugato",2021,55.10854,24.28266,6.336443607,602.3499352,"","HM",0,20,"Cropland","Particle_Size",11,39,50,47.836,12.4,9.854,2.098,"LUCAS"
"Lugato",2021,54.73693,23.35795,6.837534993,613.7279629,"","HM",0,20,"Grassland","Particle_Size",6,30,65,32.682,16.7,7.827,3.966,"LUCAS"
"Lugato",2021,54.98444,22.7401,6.844706379,666.1832638,"","HM",0,20,"Cropland","Particle_Size",12,40,48,48.427,19.7,13.08,2.611,"LUCAS"
"Lugato",2021,55.28887,22.61351,6.499881642,719.0133117,"","HM",0,20,"Cropland","Particle_Size",21,48,31,64.971,14,12.052,2.241,"LUCAS"
"Lugato",2021,49.88217,6.06071,8.752029495,837.3125739,"","HM",0,20,"Temperate Forest","Particle_Size",17,48,35,63.823,34.3,18.356,7.196,"LUCAS"
"Lugato",2021,55.73814,26.6071,5.606611491,643.4543203,"","HM",0,20,"Grassland","Particle_Size",21,40,38,60.674,20.6,14.786,3.455,"LUCAS"
"Lugato",2021,57.21014,25.42926,4.741059959,703.5227143,"","HM",0,20,"Grassland","Particle_Size",9,31,60,35.206,18.1,11.778,4.196,"LUCAS"
"Lugato",2021,56.93421,22.56247,6.277248164,663.210395,"","HM",0,20,"Grassland","Particle_Size",16,23,61,21.188,37.7,13.611,19.743,"LUCAS"
"Lugato",2021,56.83319,21.69649,6.40223391,813.944284,"","HM",0,20,"Grassland","Particle_Size",12,38,50,48.672,14.6,10.912,1.522,"LUCAS"
"Lugato",2021,53.07779,7.02981,9.159178508,767.9822555,"","HM",0,20,"Cropland","Particle_Size",3,7,90,12.682,36.6,24.705,12.8,"LUCAS"
"Lugato",2021,52.75238,6.96301,9.294280896,741.4081915,"","HM",0,20,"Grassland","Particle_Size",3,9,88,13.268,50.8,20.565,23.958,"LUCAS"
"Lugato",2021,52.15889,6.3305,9.441707771,776.6877232,"","HM",0,20,"Grassland","Particle_Size",5,14,81,18.22,14.9,9.769,2.794,"LUCAS"
"Lugato",2021,52.20788,5.65239,9.550413648,833.787671,"","HM",0,20,"Temperate Forest","Particle_Size",2,8,90,15.131,44,27.07,17.662,"LUCAS"
"Lugato",2021,52.34703,5.52109,9.556338902,798.5808309,"","HM",0,20,"Grassland","Particle_Size",13,20,67,30.654,17.7,12.36,4.382,"LUCAS"
"Lugato",2021,51.55844,4.35558,10.24319051,789.3582206,"","HM",0,20,"Grassland","Particle_Size",20,49,31,66.535,23,13.117,2.302,"LUCAS"
"Lugato",2021,51.06483,5.90352,10.0614477,728.4838649,"","HM",0,20,"Cropland","Particle_Size",13,27,60,44.18,26.8,21.127,4.075,"LUCAS"
"Lugato",2021,51.34523,20.12705,7.98201914,553.2599927,"","HM",0,20,"Cropland","Particle_Size",20,23,57,45.99,27.8,25.865,2.841,"LUCAS"
"Lugato",2021,52.00752,20.01214,8.222173021,517.3547607,"","HM",0,20,"Grassland","Particle_Size",13,23,64,27.441,34.7,16.827,13.555,"LUCAS"
"Lugato",2021,51.28359,18.40618,8.185607111,589.1913477,"","HM",0,20,"Cropland","Particle_Size",6,27,67,31.876,15.6,10.194,3.568,"LUCAS"
"Lugato",2021,52.36878,22.32718,7.360981616,533.9213291,"","HM",0,20,"Cropland","Particle_Size",11,18,71,33.407,17.9,14.278,2.76,"LUCAS"
"Lugato",2021,51.0882,21.51572,8.037941664,534.7895223,"","HM",0,20,"Cropland","Particle_Size",3,37,61,44.322,9.8,6.413,1.951,"LUCAS"
"Lugato",2021,53.37616,21.33673,7.457936209,487.7151839,"","HM",0,20,"Grassland","Particle_Size",5,5,89,9.559,54.3,18.879,21.849,"LUCAS"
"Lugato",2021,52.73626,20.38913,7.744795148,512.1019062,"","HM",0,20,"Grassland","Particle_Size",3,7,91,14.448,19.2,14.235,4.287,"LUCAS"
"Lugato",2021,49.907682,19.987846,8.277584399,758.5361859,"","HM",0,20,"Cropland","Particle_Size",17,73,10,90.221,10.6,7.204,2.387,"LUCAS"
"Lugato",2021,50.87591,23.31162,7.429661352,570.1352914,"","HM",0,20,"Cropland","Particle_Size",18,79,3,96.4,9.7,7.163,1.144,"LUCAS"
"Lugato",2021,50.98825,23.28627,7.443764873,562.4775662,"","HM",0,20,"Cropland","Particle_Size",20,47,33,65.001,13.8,11.473,2.665,"LUCAS"
"Lugato",2021,51.17607,23.07881,7.62358615,530.1221426,"","HM",0,20,"Grassland","Particle_Size",6,27,67,31.804,12,9.538,2.116,"LUCAS"
"Lugato",2021,51.76117,22.39462,7.662296597,510.7411275,"","HM",0,20,"Cropland","Particle_Size",3,22,74,24.158,10.4,5.105,2.517,"LUCAS"
"Lugato",2021,50.6395,21.46146,7.970831764,575.9497093,"","HM",0,20,"Cropland","Particle_Size",5,58,37,62.642,9.2,5.74,1.5,"LUCAS"
"Lugato",2021,50.89514,19.88436,8.037113446,596.9884449,"","HM",0,20,"Grassland","Particle_Size",3,10,87,15.862,6.3,4.919,1.249,"LUCAS"
"Lugato",2021,53.66236,22.48957,7.051839329,543.2033625,"","HM",0,20,"Grassland","Particle_Size",5,12,84,18.967,39.6,26.155,19.445,"LUCAS"
"Lugato",2021,52.23797,17.93727,8.841927555,506.5577427,"","HM",0,20,"Cropland","Particle_Size",9,22,70,31.399,14.4,9.997,2.522,"LUCAS"
"Lugato",2021,53.70077,15.28897,8.553663948,641.3996491,"","HM",0,20,"Cropland","Particle_Size",3,10,87,20.435,12.9,10.736,3.522,"LUCAS"
"Lugato",2021,51.39111,17.64633,8.282134716,568.1192957,"","HM",0,20,"Temperate Forest","Particle_Size",4,6,90,13.034,9.9,6.735,7.024,"LUCAS"
"Lugato",2021,51.13427,17.42962,8.512523567,563.673317,"","HM",0,20,"Cropland","Particle_Size",5,20,75,26.279,5.8,4.291,1.253,"LUCAS"
"Lugato",2021,50.86951,18.13051,8.272051392,615.3411492,"","HM",0,20,"Cropland","Particle_Size",7,24,69,28.332,12.3,9.962,2.206,"LUCAS"
"Lugato",2021,53.24837,19.90732,7.314945131,593.5240748,"","HM",0,20,"Temperate Forest","Particle_Size",3,10,87,13.982,11.4,6.109,2.521,"LUCAS"
"Lugato",2021,41.35828,-6.85571,13.47090558,1053.264883,"","HM",0,20,"Cropland","Particle_Size",10,41,49,49.509,5,5.189,2.241,"LUCAS"
"Lugato",2021,40.97901,-7.75049,11.99467451,1383.512092,"","HM",0,20,"Temperate Forest","Particle_Size",9,26,65,31.984,11.5,6.781,3.444,"LUCAS"
"Lugato",2021,41.5489,-8.65905,14.00631851,1539.744972,"","HM",0,20,"Temperate Forest","Particle_Size",9,23,68,28.199,87.5,37.42,39.221,"LUCAS"
"Lugato",2021,37.34975,-8.83372,16.2598574,518.4140735,"","HM",0,20,"Shrubland","Particle_Size",26,49,25,73.857,19.7,10.658,6.516,"LUCAS"
"Lugato",2021,40.4054,-6.93398,12.37197922,860.269554,"","HM",0,20,"Shrubland","Particle_Size",6,15,79,23.723,4.9,4.588,1.875,"LUCAS"
"Lugato",2021,40.52184,-7.11076,12.43572975,953.1225474,"","HM",0,20,"Shrubland","Particle_Size",5,15,80,23.612,10,6.507,2.502,"LUCAS"
"Lugato",2021,39.89685,-7.20421,16.12166694,717.7124962,"","HM",0,20,"Grassland","Particle_Size",9,32,58,40.268,7.6,4.816,2.022,"LUCAS"
"Lugato",2021,40.09663,-7.42719,14.41304123,964.6603186,"","HM",0,20,"Cropland","Particle_Size",13,28,59,36.681,22.5,13.165,4.81,"LUCAS"
"Lugato",2021,38.61279,-8.25151,15.80459754,686.9871899,"","HM",0,20,"Temperate Forest","Particle_Size",14,41,45,51.791,34.8,16.967,16.748,"LUCAS"
"Lugato",2021,38.48587,-8.33376,16.40145248,643.3459672,"","HM",0,20,"Grassland","Particle_Size",12,47,40,61.803,15.2,8.733,3.511,"LUCAS"
"Lugato",2021,37.75281,-8.20168,16.51366303,579.9877074,"","HM",0,20,"Temperate Forest","Particle_Size",17,40,43,53.931,21.8,10.98,9.019,"LUCAS"
"Lugato",2021,59.07813,17.7973,6.101314959,609.3220085,"","HM",0,20,"Boreal Forest","Particle_Size",12,25,63,30.409,53.7,22.5,19.909,"LUCAS"
"Lugato",2021,58.82111,16.489092,6.285734351,606.4933448,"","HM",0,20,"Boreal Forest","Particle_Size",15,40,45,47.576,75.1,33.251,39.679,"LUCAS"
"Lugato",2021,57.761952,14.617432,5.318750975,688.0497897,"","HM",0,20,"Boreal Forest","Particle_Size",8,42,50,43.749,49,21.307,14.729,"LUCAS"
"Lugato",2021,57.18937,13.28891,6.228349025,953.526837,"","HM",0,20,"Boreal Forest","Particle_Size",7,42,51,50.093,24.8,14.893,3.641,"LUCAS"
"Lugato",2021,55.911168,13.309532,7.358844409,793.4231094,"","HM",0,20,"Cropland","Particle_Size",20,45,35,62.86,20.7,13.075,6.133,"LUCAS"
"Lugato",2021,56.258005,13.112802,6.985677303,868.1040742,"","HM",0,20,"Grassland","Particle_Size",5,34,60,34.218,55.4,24.223,35.142,"LUCAS"
"Lugato",2021,58.144425,13.918515,6.008571561,627.5006055,"","HM",0,20,"Boreal Forest","Particle_Size",6,27,68,32.296,25.5,14.559,7.469,"LUCAS"
"Lugato",2021,58.193365,13.447745,5.736379828,689.9577464,"","HM",0,20,"Cropland","Particle_Size",16,36,48,49.825,24.1,16.916,4.944,"LUCAS"
"Lugato",2021,57.06918,13.047692,6.273242568,1129.396639,"","HM",0,20,"Boreal Forest","Particle_Size",7,29,63,37.349,54.1,29.528,15.854,"LUCAS"
"Lugato",2021,59.121815,13.015313,6.095457126,699.2403025,"","HM",0,20,"Cropland","Particle_Size",20,66,14,85.993,16.3,13.793,2.811,"LUCAS"
"Lugato",2021,59.952482,12.910422,4.586103248,768.4114607,"","HM",0,20,"Boreal Forest","Particle_Size",2,7,91,9.432,8.6,2.694,3.112,"LUCAS"
"Lugato",2021,60.1006,12.707919,3.898286762,854.2729271,"","HM",0,20,"Boreal Forest","Particle_Size",2,26,72,28.641,10.2,7.977,3.372,"LUCAS"
"Lugato",2021,63.698215,17.0321,1.706392233,589.5371137,"","HM",0,20,"Shrubland","Particle_Size",2,46,51,41.376,9,4.183,3.208,"LUCAS"
"Lugato",2021,63.228097,16.164097,1.678325788,661.3534388,"","HM",0,20,"Boreal Forest","Particle_Size",6,31,63,33.959,26.2,11.183,9.108,"LUCAS"
"Lugato",2021,65.65772,21.035805,1.818573957,506.2027079,"","HM",0,20,"Boreal Forest","Particle_Size",30,62,8,92.916,20.8,12.599,5.456,"LUCAS"
"Lugato",2021,64.62624,20.32776,1.660434374,639.5539522,"","HM",0,20,"Boreal Forest","Particle_Size",4,39,57,37.891,42.8,15.323,18.868,"LUCAS"
"Lugato",2021,66.508187,20.906652,0.226384569,542.3699343,"","HM",0,20,"Boreal Forest","Particle_Size",7,29,64,31.924,52,14.794,24.817,"LUCAS"
"Lugato",2021,66.498875,20.767027,0.30833386,545.4240582,"","HM",0,20,"Boreal Forest","Particle_Size",8,41,50,45.234,55,19.102,36.289,"LUCAS"
"Lugato",2021,64.682825,20.01168,1.396304188,611.441604,"","HM",0,20,"Boreal Forest","Particle_Size",6,39,55,39.176,56.6,17.535,21.472,"LUCAS"
"Lugato",2021,64.43316,19.922047,1.630307711,608.7270181,"","HM",0,20,"Grassland","Particle_Size",5,51,43,51.401,57.8,30.306,15.498,"LUCAS"
"Lugato",2021,64.84428,19.13877,1.308503952,550.2838559,"","HM",0,20,"Boreal Forest","Particle_Size",3,29,68,32.242,18.1,5.987,4.849,"LUCAS"
"Lugato",2021,65.368318,18.54114,-0.066258328,617.8905526,"","HM",0,20,"Boreal Forest","Particle_Size",6,44,50,47.537,18,8.718,4.24,"LUCAS"
"Lugato",2021,64.069295,17.246375,1.176807889,600.4090036,"","HM",0,20,"Boreal Forest","Particle_Size",2,58,40,57.397,23.2,8.673,10.905,"LUCAS"
"Lugato",2021,64.54833,16.661875,0.432591644,606.7760814,"","HM",0,20,"Boreal Forest","Particle_Size",8,59,33,59.52,22.3,10.761,7.379,"LUCAS"
"Lugato",2021,46.45208,16.0274,9.678144022,952.3224648,"","HM",0,20,"Cropland","Particle_Size",22,36,42,60.936,9.2,7.142,1.103,"LUCAS"
"Lugato",2021,46.16056,15.03466,9.237599295,1266.808815,"","HM",0,20,"Temperate Forest","Particle_Size",39,46,15,78.906,67.9,41.416,15.232,"LUCAS"
"Lugato",2021,48.29367,18.00624,9.618200768,577.7068698,"","HM",0,20,"Cropland","Particle_Size",26,68,5,92.666,13.2,11.806,2.544,"LUCAS"
"Lugato",2021,48.13861,17.90048,10.2423404,544.468917,"","HM",0,20,"Cropland","Particle_Size",30,63,7,90.736,21.3,19.737,3.898,"LUCAS"
"Lugato",2021,48.74814,17.17674,9.38393939,695.5178528,"","HM",0,20,"Cropland","Particle_Size",30,61,9,85.507,14.8,14.288,1.026,"LUCAS"
"Lugato",2021,48.58226,20.21226,8.390584288,540.3831817,"","HM",0,20,"Grassland","Particle_Size",38,47,15,81.046,15.2,22.814,10.317,"LUCAS"
"Lugato",2021,48.64817,21.73475,9.429266556,626.6722286,"","HM",0,20,"Cropland","Particle_Size",60,37,2,100.088,17.9,24.331,2.135,"LUCAS"
"Lugato",2021,54.845278,-2.315278,7.015985712,1365.241864,"","HM",0,20,"Grassland","Particle_Size",17,32,51,36.923,43.2,25.237,15.734,"LUCAS"
"Lugato",2021,54.496944,-2.708333,7.418021881,1517.867455,"","HM",0,20,"Grassland","Particle_Size",30,35,35,41.376,77.9,38.662,34.656,"LUCAS"
"Lugato",2021,53.829722,-2.632222,8.740814376,1234.296006,"","HM",0,20,"Grassland","Particle_Size",26,33,41,49.659,41.2,24.512,13.308,"LUCAS"
"Lugato",2021,53.544722,-2.915,9.648442728,873.2377153,"","HM",0,20,"Grassland","Particle_Size",16,23,62,34.199,26.3,16.122,12.049,"LUCAS"
"Lugato",2021,53.683611,-1.151389,9.272882803,587.1378076,"","HM",0,20,"Cropland","Particle_Size",13,15,72,32.437,31.6,22.313,2.029,"LUCAS"
"Lugato",2021,54.096944,-1.968056,7.531346049,1495.49883,"","HM",0,20,"Grassland","Particle_Size",20,40,40,49.872,61.5,33.858,35.452,"LUCAS"
"Lugato",2021,53.459167,-1.4175,9.178934238,800.7348643,"","HM",0,20,"Grassland","Particle_Size",41,37,23,68.905,85.1,41.688,38.329,"LUCAS"
"Lugato",2021,53.2899,-0.28101,9.452180276,604.1353935,"","HM",0,20,"Cropland","Particle_Size",15,11,74,30.216,20.3,16.8,5.39,"LUCAS"
"Lugato",2021,52.798889,-0.682778,9.120833128,698.5437799,"","HM",0,20,"Grassland","Particle_Size",22,43,35,62.194,27.3,19.206,4.499,"LUCAS"
"Lugato",2021,52.570278,1.140278,9.63376807,639.9492876,"","HM",0,20,"Grassland","Particle_Size",20,23,57,42.093,43.5,30.888,9.027,"LUCAS"
"Lugato",2021,51.133611,0.583889,9.974012238,707.4697908,"","HM",0,20,"Grassland","Particle_Size",29,64,7,90.664,29.2,20.844,4.978,"LUCAS"
"Lugato",2021,51.154022,-2.287,9.479307648,883.2190027,"","HM",0,20,"Grassland","Particle_Size",10,15,74,21.055,28.9,12.035,12.024,"LUCAS"
"Lugato",2021,51.8475,-4.194198,9.620515203,1194.841791,"","HM",0,20,"Grassland","Particle_Size",28,47,26,49.931,80.3,44.184,35.765,"LUCAS"
"Lugato",2021,55.703056,-2.293889,8.217629927,707.0035652,"","HM",0,20,"Cropland","Particle_Size",25,38,37,64.748,20.5,14.258,1.117,"LUCAS"
"Lugato",2021,56.394722,-4.233611,7.731385005,1575.969566,"","HM",0,20,"Grassland","Particle_Size",18,40,42,43.342,55.6,30.678,13.147,"LUCAS"
"Lugato",2021,55.399444,-4.614444,8.782623867,1047.011976,"","HM",0,20,"Grassland","Particle_Size",19,37,45,52.175,39.6,24.616,13.868,"LUCAS"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",0,5,"Grassland","Density",25.7842,23.8008,49.585,49.585,48.59105825,39.64008152,1.574547532,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",5,15,"Grassland","Density",29.751,25.7842,43.6348,55.5352,41.09692454,34.45371169,1.086258159,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",15,30,"Grassland","Density",30.7427,26.7759,41.6514,57.5186,31.5637207,29.65223158,0.804166371,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",30,45,"Grassland","Density",34.7095,26.7759,37.6846,61.4854,14.62454408,12.48004453,0.578125046,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",45,60,"Grassland","Density",32.7261,32.23025,34.21365,64.95635,5.99045813,6.181306351,0,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Entisols","HM",0,5,"Grassland","Density",22.5,29.25,48.25,51.75,24.92008269,19.68413903,0.87535344,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Entisols","HM",5,15,"Grassland","Density",22.25,29,48.75,51.25,22.91047037,18.15672653,0.759926418,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Entisols","HM",15,30,"Grassland","Density",25,28.75,46.25,53.75,19.68222976,15.16183941,0.585743341,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Entisols","HM",30,45,"Grassland","Density",25.25,27.5,47.25,52.75,14.66662511,12.15588285,0.43618734,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Entisols","HM",45,60,"Grassland","Density",28.33333333,29,42.66666667,57.33333333,10.22441149,7.812328818,0.257689914,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Entisols","HM",60,75,"Grassland","Density",25.66666667,28.66666667,45.66666667,54.33333334,8.9283889,5.433441378,0.289480282,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",0,5,"Grassland","Density",23.66666667,32.33333333,44,56,28.36117188,25.02747771,1.282231062,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",5,15,"Grassland","Density",24.5,31,44.5,55.5,23.69990468,17.27598431,0.52298549,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",15,30,"Grassland","Density",25.66666667,30.66666667,43.66666667,56.33333334,21.93680943,16.44542345,0.266473871,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",30,45,"Grassland","Density",27,30,43,57,18.13395858,11.6944332,0.312804835,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",45,60,"Grassland","Density",29.66666667,28.83333333,41.5,58.5,11.85110231,9.385325407,0.528653188,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",60,75,"Grassland","Density",29.66666667,27.66666667,42.66666667,57.33333334,9.06052977,7.407616771,0.349803225,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",75,90,"Grassland","Density",30,28,42,58,6.4312772,5.554138649,0.300601146,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",90,120,"Grassland","Density",26,31.5,42.5,57.5,7.16397434,5.919782636,0.372519162,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",120,142,"Grassland","Density",21,33,46,54,4.59231049,3.117918522,0,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",0,5,"Grassland","Density",33.625,41,25.375,74.625,44.50074375,38.74493037,1.424429202,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",5,15,"Grassland","Density",36.625,38.625,24.75,75.25,37.25969851,27.69120643,0.671762294,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",15,30,"Grassland","Density",38.75,38.75,22.5,77.5,28.40700686,22.21942551,0.790667662,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",30,45,"Grassland","Density",44,36.75,19.25,80.75,21.73080444,17.87979822,0.712541356,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",45,60,"Grassland","Density",45.5,34.75,19.75,80.25,18.97889048,16.52137662,0.571374033,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",60,75,"Grassland","Density",46.5,34,19.5,80.5,17.953493,16.58720286,0.463237547,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",75,90,"Grassland","Density",45.5,33.25,21.25,78.75,14.96128216,12.88254384,0.557107728,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",90,105,"Grassland","Density",44.25,33.75,22,78,13.33607003,8.680388161,0,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",105,120,"Grassland","Density",44,33,23,77,12.21079111,10.15878739,0.695596658,"ISRAD"
"Berhe",2012,37.848,-122.5318,14,1200,"Mollisols","HM",120,150,"Grassland","Density",48,35,17,83,14.40127969,11.67851776,0.463987818,"ISRAD"
"Desjardins",1994,-1.733,-47.15,26.53583336,2584.560059,"Ultisols","LM",3,10,"Tropical Forest","Particle_Size",18.5,8.9,72.6,27.4,13.7,9.453,5.365,"ISRAD"
"Desjardins",1994,-1.733,-47.15,26.53583336,2584.560059,"Ultisols","LM",10,20,"Tropical Forest","Particle_Size",24.2,6.9,68.7,31.1,8.5,7.183,1.895,"ISRAD"
"Desjardins",1994,-1.733,-47.15,26.53583336,2584.560059,"Ultisols","LM",30,40,"Tropical Forest","Particle_Size",29.2,9.7,61.1,38.9,4.3,5.421,0.56,"ISRAD"
"Desjardins",1994,-1.733,-47.15,26.53583336,2584.560059,"Ultisols","LM",4,10,"Grassland","Particle_Size",13.2,9.6,77.2,22.8,11.8,7.568,5.388,"ISRAD"
"Desjardins",1994,-1.733,-47.15,26.53583336,2584.560059,"Ultisols","LM",10,20,"Grassland","Particle_Size",16.6,13.4,70,30,7.4,6.278,1.802,"ISRAD"
"Desjardins",1994,-1.733,-47.15,26.53583336,2584.560059,"Ultisols","LM",30,40,"Grassland","Particle_Size",21.4,15.3,63.3,36.7,4,4.519,0.447,"ISRAD"
"Harden",1987,37.3855,-120.76801,16,410,"Entisols","HM",0,5,"Grassland","Density",5.6,25.8,68.6,31.4,22.4,7.7028,13.1298,"ISRAD"
"Harden",1987,37.3855,-120.76801,16,410,"Entisols","HM",5,14,"Grassland","Density",6.9,30,63.7,36.9,10,8.1423,2.072,"ISRAD"
"Harden",1987,37.3855,-120.76801,16,410,"Entisols","HM",14,32,"Grassland","Density",5.8,28.9,65.3,34.7,5.2,4.059,1.155,"ISRAD"
"Harden",1987,37.3855,-120.76801,16,410,"Entisols","HM",66,250,"Grassland","Density",8.7,31.2,60.1,39.9,1.1,1.8943,0.04704,"ISRAD"
"Harden",1987,37.36108,-120.85492,16,410,"Entisols","HM",0,4,"Grassland","Density",2.9,10,87.1,12.9,7,0.586794141,0,"ISRAD"
"Harden",1987,37.36108,-120.85492,16,410,"Entisols","HM",4,19,"Grassland","Density",4.1,15.4,80.5,19.5,4.6,1.566050972,0,"ISRAD"
"Harden",1987,37.36108,-120.85492,16,410,"Entisols","HM",19,42,"Grassland","Density",2.7,4.9,92.4,7.6,2,0.099348485,0,"ISRAD"
"Harden",1987,37.36108,-120.85492,16,410,"Entisols","HM",42,47,"Grassland","Density",3.6,9.1,87.3,12.7,2.5,0.993637515,0,"ISRAD"
"Harden",1987,37.36108,-120.85492,16,410,"Entisols","HM",47,51,"Grassland","Density",1.4,3.2,95.4,4.6,0.6,0.099309052,0,"ISRAD"
"Harden",1987,37.36108,-120.85492,16,410,"Entisols","HM",51,70,"Grassland","Density",3.3,6.7,90,10,2.1,0.69625018,0,"ISRAD"
"Harden",1987,37.51611,-120.49329,16,410,"Alfisols","HM",0,26,"Grassland","Density",7,20.6,72.4,27.6,3.1,0.987705154,2.218442268,"ISRAD"
